-1.659024897000000165e-01,-1.561631431999999930e-01
-1.356711047999999975e-01,-1.631769666000000008e-01
-1.628528357000000037e-01,-1.568706773000000110e-01
-9.922582939999999296e-02,-1.716324418000000074e-01
-3.463148339999999603e-02,-1.866186337999999889e-01
-1.376292882000000051e-01,-1.627226589000000112e-01
-1.098033986999999850e-01,-1.691783960000000087e-01
-1.909813401999999882e-01,-1.503447319999999809e-01
2.078540392199999864e+00,1.390660425800000155e+00
-1.845691341000000041e-01,-1.518323939000000011e-01
9.414684512699999175e+00,-1.471100471000000021e-01
-7.237682809999999856e-02,9.308636384799999774e+00
-1.848989256999999942e-01,-1.517558807000000121e-01
-5.868496849999999682e-02,-1.810381121999999898e-01
-4.364162450000000359e-02,-1.845282387000000135e-01
-6.535718849999999636e-02,-1.794901257999999833e-01
-3.463074890000000100e-02,-1.866188042000000158e-01
-9.003573510000000002e-02,-1.737645869000000176e-01
-6.244194839999999552e-02,-1.801664752000000091e-01
-4.111713969999999940e-02,-1.851139310000000093e-01
-3.887250030000000134e-02,-1.856346978999999786e-01
-7.319726730000000736e-02,-1.776711905999999730e-01
-1.463551768999999947e-01,-1.606982117000000099e-01
-9.030603199999999442e-02,-1.737018767999999880e-01
-4.639968110000000645e-02,-1.838883565999999969e-01
-9.160903930000000028e-02,-1.733995728999999930e-01
-8.273257759999999572e-02,-1.754589537999999838e-01
-9.756658840000000110e-02,-1.720173935999999848e-01
-1.265177356000000142e-01,-1.653005913000000215e-01
-1.132438080000000014e-01,-1.683802048999999967e-01
-3.470131573999999941e-01,-1.141446168999999955e-01
-3.219666250000000063e-01,-1.199555300999999990e-01
-2.334914019999999868e-01,-1.404821977999999860e-01
-2.557541702000000194e-01,9.712142865999999763e-01
-2.664081278000000053e-01,-1.328453626999999970e-01
-1.058855627999999993e-01,-1.700873523999999748e-01
-1.914009289999999905e-02,-1.902127092000000241e-01
-7.207862010000000430e-02,-1.779307219999999856e-01
-1.726121693000000068e-01,-1.546064659999999980e-01
-2.904241532999999875e-01,-1.272735318999999865e-01
-2.439955211000000013e-01,-4.709854199999999498e-03
-2.209270037000000131e-01,-1.433971973000000011e-01
-2.195108830000000177e-01,-1.437257439000000081e-01
-1.384130023000000043e-01,-1.625408335000000093e-01
-1.054213572000000099e-01,-1.701950503000000114e-01
-1.331515159999999975e-01,-2.061848977000000083e-01
